80.60,90.14,97.74,104.35,113.76,119.21,122.00,135.20,143.45,153.22,165.68,171.94,187.97,192.51,199.48,211.14,218.11,223.51,229.02,227.13,223.03,221.82,220.33,218.22,216.91,217.59,222.04,224.15,231.41,236.71,243.67,245.36,257.24,258.37,260.43,257.30,257.39,253.25,252.87,249.72,252.20,244.91,236.35,237.45,227.71,222.97,212.40,202.61,190.65,177.25,162.05,144.73
82.86,92.91,100.72,108.85,115.97,121.85,128.10,137.21,145.03,153.03,163.08,171.33,182.79,188.94,197.27,206.83,215.70,220.74,225.86,223.51,218.16,218.36,216.38,212.44,213.59,214.36,218.75,220.86,228.06,235.34,238.47,241.85,255.31,258.66,257.16,254.57,253.60,251.07,248.07,246.44,249.05,242.74,235.73,232.57,225.72,220.49,210.05,200.04,188.51,175.65,161.60,143.96
89.32,102.40,110.64,119.82,129.12,138.22,144.05,156.12,163.98,174.66,184.62,194.02,204.01,211.85,220.74,228.88,234.67,239.44,241.11,239.11,232.09,229.75,227.02,224.88,223.18,224.38,230.85,233.44,241.35,246.49,253.16,258.80,270.05,274.04,273.31,270.75,269.01,266.06,262.67,261.30,258.81,252.66,246.61,242.66,238.21,229.81,222.30,210.46,198.98,186.94,173.25,154.55
83.22,93.61,101.98,109.48,119.55,127.39,134.18,147.51,156.24,165.87,178.73,188.40,199.12,207.51,217.48,225.36,231.04,236.48,240.55,240.45,234.34,232.42,227.77,226.43,222.70,223.45,226.27,228.02,232.97,240.26,247.59,253.22,263.19,267.81,268.22,267.20,265.66,263.49,261.24,257.86,255.28,252.10,245.54,240.48,235.31,227.52,218.01,207.62,194.54,183.10,168.60,149.68
81.61,93.39,101.91,109.42,116.73,125.80,132.83,147.12,154.16,164.92,176.18,186.51,198.60,206.18,214.60,225.52,230.59,236.21,239.17,239.77,232.66,230.42,227.27,223.77,220.91,221.76,224.08,225.49,231.25,238.81,243.17,248.24,261.54,265.45,264.62,264.94,264.98,260.91,261.54,258.43,255.88,251.73,245.08,240.05,235.28,227.61,219.11,207.14,195.50,183.37,168.58,150.55
81.01,93.05,100.50,106.47,115.00,124.42,130.67,143.84,152.90,163.23,174.05,185.01,194.74,204.36,212.06,220.24,227.71,232.94,237.17,236.13,230.82,226.83,224.18,221.69,218.82,218.65,221.18,224.08,230.00,235.93,241.88,248.21,259.28,265.36,265.28,263.15,262.43,259.39,260.21,256.47,254.33,250.69,244.44,238.67,235.61,227.20,217.86,206.52,193.99,181.64,167.87,148.85
38.59,43.29,47.42,50.99,56.46,61.91,66.01,76.06,83.38,90.00,98.23,108.05,113.70,122.77,129.25,134.97,139.61,146.28,146.25,145.34,141.20,138.92,135.64,131.24,132.56,128.44,133.22,133.93,139.85,141.60,146.32,150.66,158.78,161.72,161.45,161.97,159.40,158.40,157.31,154.56,152.97,150.87,144.97,144.81,141.16,136.96,133.09,125.43,119.87,112.07,104.45,91.79
80.92,91.59,99.02,105.89,113.77,123.66,130.14,142.51,150.36,160.00,170.84,181.91,191.47,201.56,208.03,217.37,223.57,230.24,233.57,233.08,225.50,223.78,220.23,218.25,216.06,215.95,216.92,221.11,225.59,232.43,238.11,244.39,256.30,261.01,260.21,259.42,258.33,257.50,256.04,253.55,252.00,247.14,241.30,235.30,232.62,224.74,215.39,203.30,190.96,178.55,164.76,147.23
86.98,98.08,102.73,111.68,119.44,127.44,133.33,146.70,152.76,162.39,173.83,181.84,193.15,201.72,210.05,219.99,225.29,229.39,231.39,235.59,227.72,222.77,219.25,217.95,216.34,213.85,216.02,219.54,225.23,231.62,239.38,245.15,257.94,261.58,260.45,261.90,259.82,261.20,258.52,254.64,254.95,249.69,243.68,239.02,234.54,225.06,216.95,205.00,193.66,180.80,164.84,149.86
91.18,102.59,108.23,115.12,124.78,133.20,137.80,149.91,156.35,165.22,175.41,185.01,194.04,203.33,211.12,218.66,223.37,229.03,232.56,231.90,225.40,222.32,218.89,217.00,213.93,214.83,218.83,222.73,229.02,236.32,245.35,250.73,264.52,267.53,268.26,268.26,267.08,266.32,265.14,263.25,260.39,255.63,249.57,244.44,240.21,230.63,222.17,209.91,196.54,183.66,170.14,149.91
89.74,102.61,109.48,117.27,125.04,132.61,138.60,149.21,156.95,165.42,175.03,184.95,194.00,202.05,210.15,218.23,225.57,230.65,232.14,231.45,223.73,221.39,217.28,216.34,212.12,213.64,217.85,223.38,229.27,236.02,243.53,250.34,263.43,268.88,269.70,268.60,266.81,264.87,264.09,264.09,260.09,255.86,250.64,243.89,239.84,229.92,222.20,210.54,195.88,183.27,169.92,150.75
92.18,104.01,109.66,118.68,126.57,135.56,139.36,151.43,159.06,168.15,178.10,187.54,195.56,204.35,212.96,219.24,228.00,231.46,233.86,233.45,225.44,223.18,219.02,216.37,213.25,214.11,218.50,223.39,230.00,237.36,244.59,251.83,265.09,269.94,269.88,270.19,268.08,266.18,265.89,263.87,260.10,256.42,251.11,244.26,239.38,229.60,221.63,209.70,195.73,183.21,169.05,150.07
90.09,101.55,108.78,117.00,123.94,131.61,136.69,148.40,154.35,163.60,173.61,182.12,190.79,198.00,205.23,212.90,218.63,223.00,226.43,224.45,218.67,215.41,213.01,209.16,208.81,208.94,214.04,218.01,224.88,230.46,240.02,243.85,257.75,263.05,262.23,262.35,260.65,257.28,258.04,255.20,252.54,248.08,242.43,236.03,231.45,222.09,212.88,201.54,188.69,176.07,161.64,144.36
88.57,99.50,106.83,115.39,123.49,131.03,136.75,147.68,153.46,163.05,172.14,181.14,190.21,198.29,205.34,213.00,220.06,224.02,226.75,225.58,219.45,215.24,212.51,210.45,209.69,208.69,214.34,218.69,226.30,231.19,240.42,246.13,257.96,262.19,263.43,263.25,259.51,258.79,258.43,255.25,251.87,247.32,241.86,235.48,230.84,220.91,212.20,199.45,188.18,174.94,160.86,143.84
87.86,99.33,107.20,114.59,123.23,130.05,136.50,147.09,155.71,163.00,174.35,182.15,191.34,199.32,206.02,213.77,221.82,225.96,228.35,226.63,221.11,218.00,214.90,212.20,210.58,211.77,216.33,219.65,226.60,233.63,240.83,245.64,259.77,263.49,263.91,263.93,262.01,259.33,258.14,257.19,253.10,249.78,243.45,237.52,231.26,219.49,212.91,200.12,188.37,174.83,162.23,143.68
44.28,48.80,53.60,57.71,63.51,66.91,71.45,79.38,84.81,91.44,100.18,106.85,113.04,121.49,125.22,131.55,139.79,140.94,142.02,142.64,136.80,135.77,130.61,129.24,128.22,126.19,130.36,133.00,137.91,140.94,147.05,150.94,158.26,161.70,161.47,163.15,161.23,158.90,158.01,157.47,153.94,154.47,148.56,144.62,141.28,136.12,132.00,125.69,118.11,108.81,101.20,90.55
42.80,48.27,52.39,57.31,62.65,65.76,69.43,77.67,83.00,91.27,97.99,104.94,111.87,119.37,123.49,131.05,137.10,140.12,140.42,141.29,135.20,132.24,129.20,127.76,127.09,125.99,129.08,131.02,135.37,139.53,145.89,149.08,156.78,160.05,159.33,160.59,159.15,158.15,156.19,155.00,152.32,151.60,147.00,143.27,140.13,135.51,130.92,124.68,116.87,107.20,100.60,88.14
89.99,102.36,109.71,117.99,126.75,133.96,140.46,152.78,161.52,171.29,182.33,191.38,201.53,210.77,217.00,226.77,233.50,237.61,240.03,239.43,232.56,230.31,226.82,223.40,223.66,224.36,227.26,232.30,238.43,247.16,254.61,260.84,274.02,275.75,278.19,276.35,276.14,272.90,273.18,271.02,265.45,261.20,254.77,247.78,242.79,231.29,223.26,210.01,197.22,183.53,168.15,151.65
88.29,102.20,108.89,116.76,126.75,134.85,139.79,153.44,161.97,170.88,183.61,190.10,202.41,206.83,213.02,224.37,228.64,232.54,237.00,234.25,226.11,224.18,222.15,218.60,217.31,217.01,222.04,225.58,230.36,240.60,248.64,252.94,268.54,270.41,273.25,269.26,269.79,267.49,266.54,261.28,258.94,255.43,248.20,241.54,235.03,228.27,218.45,204.59,192.84,179.00,164.21,146.24
