123.18,140.25,149.72,160.86,171.09,181.22,188.28,196.76,199.49,206.04,209.01,212.25,216.95,217.81,219.42,224.36,227.01,230.50,232.73,234.05,234.89,240.05,242.32,245.09,246.00,246.29,240.41,234.34,229.16,224.80,216.46,206.74,195.26,191.97,186.25,180.32,175.11,171.41,165.68,160.51,156.37,150.60,145.17,141.66,136.06,127.88,123.89,114.63,107.91,100.00,92.01,84.15
123.98,137.93,148.25,160.78,170.47,177.79,189.07,197.27,200.90,205.77,210.54,213.06,215.80,216.26,219.21,222.43,226.92,227.22,232.02,233.00,236.22,240.48,243.67,244.82,246.03,244.76,239.25,233.73,227.64,225.40,215.26,208.60,196.79,192.34,186.01,181.03,174.43,170.41,164.92,160.12,156.21,151.08,144.54,141.32,137.00,126.56,124.20,115.07,107.97,100.85,91.24,83.77
122.07,139.28,148.12,159.70,169.19,178.10,187.95,196.74,198.91,206.63,209.38,212.72,216.63,218.11,219.66,224.62,225.51,228.65,233.56,233.77,235.76,241.07,243.29,244.80,245.72,244.95,240.11,233.90,228.33,223.65,216.47,208.37,195.56,191.51,185.60,179.30,173.28,170.45,164.10,158.03,153.69,150.46,143.18,139.46,134.66,124.04,121.51,113.18,107.81,100.21,89.54,82.10
121.92,137.32,148.41,158.45,168.67,177.87,187.88,199.02,200.82,207.51,208.89,214.76,218.44,220.24,222.46,226.38,229.30,232.22,235.93,236.78,238.10,242.63,245.45,245.97,248.34,247.42,241.36,236.91,228.32,222.19,216.00,209.34,193.40,191.02,183.41,178.35,173.00,165.85,160.61,157.69,154.29,147.11,141.16,138.50,133.30,122.61,118.43,110.86,106.08,97.86,88.62,79.18
122.65,137.03,146.18,158.70,169.12,178.21,186.70,197.08,198.01,204.71,206.16,211.68,214.46,215.97,217.59,222.17,226.21,227.67,232.16,233.24,234.08,237.59,241.51,242.66,244.84,242.16,239.14,233.12,227.08,222.33,212.41,205.80,193.37,190.91,183.70,178.21,172.63,167.49,161.61,158.48,154.03,149.01,142.62,139.04,134.54,124.46,121.24,112.97,106.92,99.28,90.51,81.44
128.81,144.42,158.24,169.00,179.00,189.28,197.91,208.87,212.08,220.62,220.91,227.02,230.56,228.97,233.17,237.69,240.52,244.03,246.66,246.92,246.84,251.64,256.64,257.01,256.90,258.05,250.25,242.54,236.92,231.87,222.70,212.04,197.27,197.50,187.84,181.50,172.54,169.00,163.22,161.01,157.10,146.58,144.36,140.46,135.83,126.13,120.10,112.72,107.80,101.79,88.53,80.75
122.59,135.37,146.09,157.85,167.73,176.80,187.22,195.17,197.21,202.78,204.39,210.60,214.67,214.08,215.68,220.48,224.32,225.33,229.09,229.24,232.17,237.93,238.95,240.25,242.54,242.23,234.27,230.49,224.66,220.27,211.09,203.01,190.78,189.31,181.81,175.93,170.67,166.21,161.21,156.32,153.83,148.49,141.03,138.68,134.38,123.44,117.63,110.22,105.93,98.35,87.46,79.93
122.98,136.62,146.29,159.20,168.60,178.35,187.02,196.09,198.60,204.71,208.39,211.27,214.66,215.13,217.12,221.98,226.02,228.06,230.49,232.36,232.64,238.02,241.81,242.84,244.57,242.27,236.55,232.31,226.21,221.60,213.02,205.18,194.34,189.28,183.81,177.16,172.05,166.33,161.93,157.20,153.39,148.07,142.21,138.13,134.08,124.84,119.62,111.16,103.58,98.49,89.20,82.86
121.83,135.59,148.03,158.69,168.00,176.15,186.21,198.01,199.42,206.16,208.37,214.23,217.22,217.57,215.24,222.25,226.63,229.30,233.05,231.81,233.21,237.92,244.18,243.07,243.24,243.21,237.19,230.10,224.22,221.03,208.81,201.06,187.54,185.83,178.60,169.64,164.10,159.08,152.59,151.48,148.48,139.27,137.93,132.77,129.50,118.88,113.02,106.10,101.24,93.81,83.45,76.55
122.12,137.20,147.83,158.40,170.24,178.49,186.64,197.97,200.36,208.37,208.06,213.55,218.44,218.05,218.11,224.24,228.02,229.63,234.83,234.36,234.09,240.19,242.43,243.73,243.97,243.40,238.54,232.28,224.95,220.08,209.15,201.46,188.10,186.30,178.51,171.00,164.68,159.24,155.05,150.08,148.76,141.15,135.94,131.91,127.64,117.17,112.97,106.47,101.24,92.80,86.61,78.16
