172.15,193.84,203.57,217.17,230.82,244.52,252.07,258.12,261.46,262.84,262.46,260.46,260.65,256.94,255.84,255.84,250.29,254.08,252.66,246.47,239.40,240.63,240.67,242.87,240.10,234.35,224.18,215.70,208.87,198.11,195.06,181.84,167.69,162.66,154.30,146.58,143.29,133.60,127.62,119.85,113.03,107.07,98.48,90.61,85.38,73.25,67.74,60.17,53.08,44.38,41.01,34.44
152.64,173.42,191.95,199.41,213.24,230.05,239.74,250.91,250.46,252.34,252.26,255.77,257.09,253.34,252.29,253.18,247.76,253.03,247.52,244.04,236.32,237.36,237.64,237.03,232.50,226.53,215.60,206.01,201.19,194.81,189.28,177.19,161.45,160.51,151.42,145.96,135.42,129.65,121.10,117.92,110.34,101.08,97.25,89.84,81.69,69.58,61.13,54.67,51.89,44.01,35.34,30.48
170.18,189.75,202.47,215.56,228.11,243.52,250.52,256.04,257.39,260.93,259.83,257.13,257.72,255.57,250.57,250.01,246.59,249.82,246.89,245.35,237.54,240.90,241.81,240.09,236.62,232.14,219.54,211.10,207.15,197.34,194.94,180.97,167.03,159.53,151.58,145.11,141.40,134.08,127.00,117.32,111.04,107.54,97.49,90.43,84.91,73.68,69.26,61.72,53.26,46.49,42.30,35.36
171.47,192.34,205.63,220.00,232.12,243.51,254.95,258.87,261.86,264.17,261.05,259.11,259.56,255.89,252.13,254.09,252.91,254.57,251.37,246.14,240.26,241.60,245.90,242.00,240.05,236.25,223.22,215.29,209.03,201.04,194.37,181.66,166.88,164.60,156.35,150.21,140.87,130.14,123.89,120.21,113.60,105.19,99.25,90.25,84.02,72.20,65.73,58.46,52.95,46.62,39.41,33.73
173.18,196.35,206.60,221.72,235.08,244.76,254.80,263.21,265.00,270.69,272.48,272.61,273.65,270.36,269.76,269.83,267.29,269.44,267.59,263.32,255.20,260.21,255.07,257.45,251.68,244.93,235.20,228.24,220.10,208.87,204.84,192.67,175.41,173.00,162.93,153.65,147.90,140.24,131.75,124.74,117.34,111.76,100.32,94.76,87.32,77.34,68.95,62.01,54.42,46.86,40.82,35.13
163.36,183.17,197.28,209.03,219.79,232.90,241.81,247.76,233.81,199.91,175.91,258.09,247.01,248.73,249.30,242.00,235.28,239.51,239.43,233.79,227.18,230.67,231.49,234.08,230.63,223.89,211.73,206.32,198.04,190.60,182.96,176.28,157.69,155.68,146.34,139.78,133.87,127.06,120.81,113.27,107.65,100.34,91.79,88.07,80.60,69.26,63.25,57.28,50.70,42.05,39.45,33.02
161.89,179.00,192.01,205.12,215.24,224.75,237.67,241.01,229.16,196.12,172.73,255.26,243.40,244.36,241.22,236.92,230.42,231.78,235.17,229.38,225.73,227.04,229.06,227.85,224.01,219.51,210.30,201.81,193.88,189.13,178.08,172.35,156.02,154.21,146.49,137.77,130.60,122.07,116.25,114.02,106.89,98.25,93.01,87.20,80.13,65.52,62.01,54.12,51.16,44.60,37.48,32.31
168.34,192.90,203.71,218.84,231.14,242.62,252.64,257.39,259.39,262.29,258.07,257.70,259.43,254.88,251.00,251.45,248.00,251.45,248.58,243.00,239.40,240.80,242.55,242.02,240.05,234.65,224.02,214.11,207.28,198.86,194.40,181.84,167.93,164.26,154.84,147.41,141.43,133.93,126.67,121.08,114.14,107.28,99.98,93.09,85.73,74.25,66.53,59.81,54.01,47.93,40.61,35.44
168.96,190.03,201.21,215.86,226.99,240.30,249.39,254.28,255.93,259.12,255.00,256.14,258.00,253.62,249.61,249.62,245.71,249.16,244.36,241.90,237.40,237.90,239.37,240.15,237.63,231.71,221.58,212.08,203.34,194.99,194.92,181.00,165.08,161.03,151.49,144.09,139.78,132.64,125.43,118.27,111.00,107.70,96.54,89.69,84.53,73.06,67.62,60.73,51.09,47.42,40.61,34.48
170.58,192.27,202.94,217.00,228.97,243.61,250.39,255.92,258.52,262.05,258.86,258.31,258.14,253.57,250.32,252.24,245.46,252.12,246.03,244.25,238.27,240.48,238.27,239.14,239.13,233.73,221.27,213.81,206.98,195.48,194.47,181.47,164.44,163.11,152.09,144.59,141.11,132.50,127.28,118.07,112.29,107.48,96.61,90.80,85.15,73.59,68.54,59.03,52.20,44.69,41.18,35.13
170.42,191.76,203.77,217.52,231.35,241.88,252.93,256.87,259.24,262.50,260.29,258.44,259.37,252.83,252.11,248.89,247.30,251.51,248.29,242.85,237.23,240.66,240.25,237.00,238.00,232.82,219.92,214.04,206.16,198.83,192.35,180.37,165.25,161.61,152.82,146.22,139.65,131.64,126.30,119.41,113.22,106.89,99.25,91.55,86.76,74.24,66.91,59.44,52.48,46.23,39.29,34.23
171.73,192.80,204.41,219.32,230.59,243.82,251.14,256.36,262.15,263.43,260.52,258.79,259.33,254.28,249.33,249.58,248.21,250.05,249.37,243.48,236.07,238.80,238.01,236.65,236.48,233.01,221.28,212.14,205.46,200.86,193.09,180.27,166.24,165.89,153.44,147.17,139.46,131.23,125.16,119.57,114.00,103.59,99.54,92.46,87.66,72.03,64.85,58.41,53.85,47.07,40.20,33.11
178.44,199.01,210.49,228.04,242.23,255.71,262.97,267.03,267.01,273.31,271.60,269.92,269.45,263.59,261.37,258.70,259.05,258.23,256.60,251.34,246.45,246.10,250.46,246.29,242.98,239.18,228.08,220.32,210.49,203.58,200.41,186.50,171.49,163.44,157.89,149.21,145.34,135.34,128.47,119.44,114.55,109.38,100.12,93.30,87.11,74.55,70.88,62.48,53.24,47.17,42.15,36.07
172.28,193.35,207.74,218.98,234.54,247.84,254.10,264.05,265.77,271.40,270.75,270.09,270.69,271.45,269.03,272.25,265.54,267.62,266.51,259.65,254.66,256.48,255.62,256.76,251.86,243.39,233.56,226.12,219.06,205.91,205.27,193.05,174.94,170.04,160.65,152.40,147.26,140.13,132.28,121.82,115.66,112.38,101.12,93.65,87.46,76.11,70.21,63.13,54.41,47.52,42.19,35.51
163.98,184.72,195.53,208.15,221.36,236.04,242.29,249.15,251.07,254.47,254.42,253.19,252.66,249.30,247.95,249.33,245.17,246.61,243.96,242.40,235.33,238.20,238.85,237.23,234.29,224.50,218.22,211.45,203.65,191.00,188.81,179.45,162.59,160.20,148.76,143.13,137.20,130.60,124.02,114.79,107.80,106.78,93.17,87.69,82.76,72.24,66.01,59.81,50.93,44.78,40.01,34.54
