112.36,126.85,138.23,149.60,160.65,171.83,182.04,197.02,206.40,216.02,226.63,239.62,249.69,259.89,267.05,277.25,286.83,296.52,304.82,308.36,312.97,314.94,317.94,316.08,311.28,304.40,284.49,269.68,256.74,246.60,234.96,229.21,219.20,218.52,211.18,208.81,200.84,196.47,191.44,184.70,179.57,174.18,171.42,169.05,169.45,174.01,176.03,175.31,172.65,167.84,165.02,153.12
111.61,126.02,139.14,149.08,163.88,176.65,185.27,203.16,214.39,221.82,232.94,243.21,255.12,259.47,270.05,284.51,295.36,309.20,320.22,325.31,330.49,336.43,338.60,336.01,329.59,322.13,292.16,271.12,250.32,231.61,217.14,203.87,188.45,184.78,180.40,176.15,172.17,168.24,166.60,161.38,166.19,163.27,165.46,166.17,170.07,177.13,178.87,174.50,169.81,167.01,160.65,149.46
111.83,128.76,140.81,153.88,166.21,179.05,190.13,207.33,216.27,225.60,236.89,247.82,254.80,259.49,269.14,280.44,292.62,302.72,314.20,324.14,329.66,337.23,340.33,338.58,332.41,324.87,299.47,279.65,256.63,239.60,223.24,207.78,192.07,188.40,180.28,172.66,166.43,161.20,159.18,156.21,155.21,153.11,155.36,158.27,162.31,169.68,171.90,168.76,166.64,163.15,153.44,143.28
109.25,123.49,134.73,144.53,156.35,168.24,178.07,196.46,205.23,214.40,228.22,238.00,249.45,259.28,270.84,281.26,292.20,302.98,311.75,318.30,322.80,325.36,325.35,322.45,317.20,310.85,289.79,274.40,263.79,252.83,247.94,239.15,229.73,223.43,215.75,206.93,195.24,185.07,173.64,165.68,158.15,150.30,146.01,142.72,144.01,151.53,154.35,154.18,155.19,153.22,148.79,138.92
95.75,106.00,117.69,127.40,138.24,151.08,157.18,173.53,182.89,193.57,204.16,215.06,223.76,230.63,240.03,251.07,257.62,270.89,277.06,283.60,286.36,287.86,287.14,287.21,279.55,275.47,255.98,240.75,229.71,220.95,213.91,206.30,200.26,194.09,189.19,182.46,170.80,164.05,156.72,146.74,142.87,137.09,135.09,133.09,134.71,143.01,144.56,145.10,142.47,142.03,137.77,132.06
96.66,108.90,117.18,126.92,137.32,148.65,158.14,173.69,182.89,193.02,200.03,211.78,222.00,228.23,237.17,248.07,257.39,270.84,276.81,279.29,285.89,285.45,287.98,287.06,278.92,272.15,251.08,239.74,227.92,218.58,212.68,206.07,196.79,192.76,187.77,177.72,169.62,163.11,152.82,147.14,139.86,133.42,132.24,130.39,133.90,141.50,144.70,142.90,141.44,140.13,137.20,130.77
98.99,111.83,120.83,133.06,142.87,154.77,164.44,179.78,187.36,198.36,208.50,219.48,227.71,236.76,248.39,260.98,267.86,285.38,290.45,301.69,307.35,310.16,308.97,309.67,302.13,294.44,272.42,257.61,245.65,234.33,226.05,218.15,207.69,202.28,193.85,185.32,176.08,168.08,157.58,150.88,145.36,137.93,138.45,135.15,140.42,149.19,150.21,150.44,149.82,149.58,144.59,138.25
70.41,82.46,91.83,102.00,110.55,123.49,132.61,149.25,157.41,166.88,177.60,185.41,195.03,202.83,209.91,226.37,236.21,254.16,266.91,279.87,293.39,300.53,306.50,306.73,303.29,297.49,273.66,259.90,244.99,228.23,217.75,207.29,190.07,180.18,169.32,161.25,150.23,141.50,133.96,124.87,122.38,118.34,122.02,126.05,133.42,148.12,151.80,152.07,149.00,145.42,141.90,133.45
77.16,90.21,101.24,114.16,124.15,135.77,149.20,169.81,180.89,188.18,200.49,210.32,220.08,228.90,240.43,255.86,268.48,286.20,295.29,312.86,325.74,332.39,339.77,339.09,337.38,332.25,313.98,297.00,288.11,272.53,263.87,251.54,235.02,224.89,212.79,200.58,185.72,172.41,160.70,146.11,140.01,134.62,133.45,134.83,141.68,156.54,158.71,160.65,156.92,152.61,149.40,139.86
77.10,89.50,100.32,111.16,122.59,136.01,148.95,167.73,179.94,188.77,202.67,214.45,225.57,232.69,241.86,252.24,261.44,274.12,287.90,297.90,313.18,318.42,326.47,327.18,324.78,321.86,305.36,292.75,281.51,269.56,257.22,248.49,233.00,220.73,210.00,197.77,182.94,167.11,151.46,135.72,125.26,117.07,112.00,109.66,117.39,129.27,134.54,137.77,137.87,135.45,129.62,121.26
